group,country,number,position,name,name_zh,age,date_of_birth,caps,goals,club,captain,image,image_source,profile
E,Curaçao,24,DF,Deveron Fonville,库拉索24号后卫,23,,1,0,NEC,False,https://images.fotmob.com/image_resources/playerimages/1335315.png,fotmob,https://www.fotmob.com/players/1335315
E,Curaçao,25,GK,Tyrick Bodak,库拉索25号门将,24,,4,0,Telstar,False,https://images.fotmob.com/image_resources/playerimages/1240833.png,fotmob,https://www.fotmob.com/players/1240833
E,Curaçao,26,GK,Trevor Doornbusch,库拉索26号门将,26,,7,0,VVV-Venlo,False,https://images.fotmob.com/image_resources/playerimages/873856.png,fotmob,https://www.fotmob.com/players/873856
E,Ivory Coast,1,GK,Yahia Fofana,科特迪瓦1号门将,25,,34,0,Çaykur Rizespor,False,https://images.fotmob.com/image_resources/playerimages/873566.png,fotmob,https://www.fotmob.com/players/873566
E,Ivory Coast,2,DF,Ousmane Diomande,科特迪瓦2号后卫,22,,14,1,Sporting CP,False,https://images.fotmob.com/image_resources/playerimages/1425182.png,fotmob,https://www.fotmob.com/players/1425182
E,Ivory Coast,3,DF,Ghislain Konan,科特迪瓦3号后卫,30,,53,0,Gil Vicente,False,https://images.fotmob.com/image_resources/playerimages/740997.png,fotmob,https://www.fotmob.com/players/740997
E,Ivory Coast,4,MF,Jean Michaël Seri,科特迪瓦4号中场,34,,65,4,Maribor,False,https://images.fotmob.com/image_resources/playerimages/470539.png,fotmob,https://www.fotmob.com/players/470539
E,Ivory Coast,5,DF,Wilfried Singo,科特迪瓦5号后卫,25,,33,1,Galatasaray,False,https://images.fotmob.com/image_resources/playerimages/1027472.png,fotmob,https://www.fotmob.com/players/1027472
E,Ivory Coast,6,MF,Seko Fofana,科特迪瓦6号中场,31,,31,7,Porto,False,https://images.fotmob.com/image_resources/playerimages/602211.png,fotmob,https://www.fotmob.com/players/602211
E,Ivory Coast,7,DF,Odilon Kossounou,科特迪瓦7号后卫,25,,35,0,Atalanta,False,https://images.fotmob.com/image_resources/playerimages/1014496.png,fotmob,https://www.fotmob.com/players/1014496
E,Ivory Coast,8,MF,Franck Kessié,科特迪瓦8号中场,29,,102,15,Al-Ahli,True,https://images.fotmob.com/image_resources/playerimages/579747.png,fotmob,https://www.fotmob.com/players/579747
E,Ivory Coast,9,FW,Ange-Yoan Bonny,科特迪瓦9号前锋,22,,0,0,Inter Milan,False,https://images.fotmob.com/image_resources/playerimages/1199383.png,fotmob,https://www.fotmob.com/players/1199383
E,Ivory Coast,10,FW,Simon Adingra,科特迪瓦10号前锋,24,,28,5,Monaco,False,https://images.fotmob.com/image_resources/playerimages/1227012.png,fotmob,https://www.fotmob.com/players/1227012
E,Ivory Coast,11,FW,Yan Diomande,科特迪瓦11号前锋,19,,9,3,RB Leipzig,False,https://images.fotmob.com/image_resources/playerimages/1735453.png,fotmob,https://www.fotmob.com/players/1735453
E,Ivory Coast,12,FW,Elye Wahi,科特迪瓦12号前锋,23,,1,0,Nice,False,https://images.fotmob.com/image_resources/playerimages/1213430.png,fotmob,https://www.fotmob.com/players/1213430
E,Ivory Coast,13,DF,Christopher Opéri,科特迪瓦13号后卫,29,,11,0,İstanbul Başakşehir,False,https://images.fotmob.com/image_resources/playerimages/802462.png,fotmob,https://www.fotmob.com/players/802462
E,Ivory Coast,14,FW,Oumar Diakité,科特迪瓦14号前锋,22,,28,6,Cercle Brugge,False,https://images.fotmob.com/image_resources/playerimages/1328540.png,fotmob,https://www.fotmob.com/players/1328540
E,Ivory Coast,15,FW,Amad Diallo,科特迪瓦15号前锋,23,,18,5,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/1070052.png,fotmob,https://www.fotmob.com/players/1070052
E,Ivory Coast,16,GK,Mohamed Koné,科特迪瓦16号门将,24,,0,0,Charleroi,False,https://images.fotmob.com/image_resources/playerimages/1280201.png,fotmob,https://www.fotmob.com/players/1280201
E,Ivory Coast,17,DF,Guéla Doué,科特迪瓦17号后卫,23,,19,2,Strasbourg,False,https://images.fotmob.com/image_resources/playerimages/1395704.png,fotmob,https://www.fotmob.com/players/1395704
E,Ivory Coast,18,MF,Ibrahim Sangaré,科特迪瓦18号中场,28,,57,12,Nottingham Forest,False,https://images.fotmob.com/image_resources/playerimages/795371.png,fotmob,https://www.fotmob.com/players/795371
E,Ivory Coast,19,FW,Nicolas Pépé,科特迪瓦19号前锋,31,,54,12,Villarreal,False,https://images.fotmob.com/image_resources/playerimages/575735.png,fotmob,https://www.fotmob.com/players/575735
E,Ivory Coast,20,DF,Emmanuel Agbadou,科特迪瓦20号后卫,28,,19,2,Beşiktaş,False,https://images.fotmob.com/image_resources/playerimages/1114979.png,fotmob,https://www.fotmob.com/players/1114979
E,Ivory Coast,21,DF,Evan Ndicka,科特迪瓦21号后卫,26,,28,0,Roma,False,https://commons.wikimedia.org/wiki/Special:FilePath/2022128151247%202022-05-08%20Fussball%20Eintracht%20Frankfurt%20vs%20Borussia%20M%C3%B6nchengladbach%20-%20Sven%20-%201D%20X%20MK%20II%20-%200370%20-%20B70I6481%20%28Evan%20N%E2%80%99Dicka%20cropped%29.jpg,wikidata,
E,Ivory Coast,22,FW,Evann Guessand,科特迪瓦22号前锋,24,,21,4,Crystal Palace,False,https://images.fotmob.com/image_resources/playerimages/1087966.png,fotmob,https://www.fotmob.com/players/1087966
E,Ivory Coast,23,GK,Alban Lafont,科特迪瓦23号门将,27,,4,0,Panathinaikos,False,https://images.fotmob.com/image_resources/playerimages/698273.png,fotmob,https://www.fotmob.com/players/698273
E,Ivory Coast,24,FW,Bazoumana Touré,科特迪瓦24号前锋,20,,5,2,TSG Hoffenheim,False,https://images.fotmob.com/image_resources/playerimages/1624586.png,fotmob,https://www.fotmob.com/players/1624586
E,Ivory Coast,25,MF,Parfait Guiagon,科特迪瓦25号中场,25,,5,0,Charleroi,False,https://images.fotmob.com/image_resources/playerimages/1186770.png,fotmob,https://www.fotmob.com/players/1186770
E,Ivory Coast,26,MF,Christ Inao Oulaï,科特迪瓦26号中场,20,,8,0,Trabzonspor,False,https://images.fotmob.com/image_resources/playerimages/1666494.png,fotmob,https://www.fotmob.com/players/1666494
E,Ecuador,1,GK,Hernán Galíndez,厄瓜多尔1号门将,39,,34,0,Huracán,False,https://images.fotmob.com/image_resources/playerimages/146801.png,fotmob,https://www.fotmob.com/players/146801
E,Ecuador,2,DF,Félix Torres,厄瓜多尔2号后卫,29,,48,5,Internacional,False,https://images.fotmob.com/image_resources/playerimages/825641.png,fotmob,https://www.fotmob.com/players/825641
E,Ecuador,3,DF,Piero Hincapié,厄瓜多尔3号后卫,24,,51,3,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/1137667.png,fotmob,https://www.fotmob.com/players/1137667
E,Ecuador,4,DF,Joel Ordóñez,厄瓜多尔4号后卫,22,,16,0,Club Brugge,False,https://images.fotmob.com/image_resources/playerimages/1354085.png,fotmob,https://www.fotmob.com/players/1354085
E,Ecuador,5,MF,Jordy Alcívar,厄瓜多尔5号中场,26,,10,1,Independiente del Valle,False,https://images.fotmob.com/image_resources/playerimages/950396.png,fotmob,https://www.fotmob.com/players/950396
E,Ecuador,6,DF,Willian Pacho,厄瓜多尔6号后卫,24,,34,2,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/1137670.png,fotmob,https://www.fotmob.com/players/1137670
E,Ecuador,7,DF,Pervis Estupiñán,佩尔维斯·埃斯图皮尼安,28,,53,4,Milan,False,https://images.fotmob.com/image_resources/playerimages/688278.png,fotmob,https://www.fotmob.com/players/688278
E,Ecuador,8,MF,Anthony Valencia,厄瓜多尔8号中场,22,,2,1,Antwerp,False,https://images.fotmob.com/image_resources/playerimages/1353364.png,fotmob,https://www.fotmob.com/players/1353364
E,Ecuador,9,FW,John Yeboah,厄瓜多尔9号前锋,25,,22,3,Venezia,False,https://images.fotmob.com/image_resources/playerimages/845368.png,fotmob,https://www.fotmob.com/players/845368
E,Ecuador,10,MF,Kendry Páez,厄瓜多尔10号中场,19,,25,2,River Plate,False,https://images.fotmob.com/image_resources/playerimages/1443464.png,fotmob,https://www.fotmob.com/players/1443464
E,Ecuador,11,FW,Kevin Rodríguez,厄瓜多尔11号前锋,26,,31,2,Union Saint-Gilloise,False,https://images.fotmob.com/image_resources/playerimages/1421270.png,fotmob,https://www.fotmob.com/players/1421270
E,Ecuador,12,GK,Moisés Ramírez,厄瓜多尔12号门将,25,,7,0,Kifisia,False,https://images.fotmob.com/image_resources/playerimages/978290.png,fotmob,https://www.fotmob.com/players/978290
E,Ecuador,13,FW,Enner Valencia,恩纳·瓦伦西亚,36,,105,49,Pachuca,True,https://images.fotmob.com/image_resources/playerimages/195927.png,fotmob,https://www.fotmob.com/players/195927
E,Ecuador,14,MF,Alan Minda,厄瓜多尔14号中场,23,,19,2,Atlético Mineiro,False,https://images.fotmob.com/image_resources/playerimages/1274400.png,fotmob,https://www.fotmob.com/players/1274400
E,Ecuador,15,MF,Pedro Vite,厄瓜多尔15号中场,24,,16,1,UNAM,False,https://images.fotmob.com/image_resources/playerimages/1108611.png,fotmob,https://www.fotmob.com/players/1108611
E,Ecuador,16,FW,Jordy Caicedo,厄瓜多尔16号前锋,28,,19,3,Huracán,False,https://images.fotmob.com/image_resources/playerimages/766159.png,fotmob,https://www.fotmob.com/players/766159
E,Ecuador,17,DF,Ángelo Preciado,厄瓜多尔17号后卫,28,,54,0,Atlético Mineiro,False,https://images.fotmob.com/image_resources/playerimages/848593.png,fotmob,https://www.fotmob.com/players/848593
E,Ecuador,18,MF,Denil Castillo,厄瓜多尔18号中场,22,,5,0,Midtjylland,False,https://images.fotmob.com/image_resources/playerimages/1477417.png,fotmob,https://www.fotmob.com/players/1477417
E,Ecuador,19,FW,Gonzalo Plata,厄瓜多尔19号前锋,25,,49,8,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/980311.png,fotmob,https://www.fotmob.com/players/980311
E,Ecuador,20,FW,Nilson Angulo,厄瓜多尔20号前锋,22,,13,1,Sunderland,False,https://images.fotmob.com/image_resources/playerimages/1287010.png,fotmob,https://www.fotmob.com/players/1287010
E,Ecuador,21,MF,Alan Franco,厄瓜多尔21号中场,27,,57,1,Atlético Mineiro,False,https://images.fotmob.com/image_resources/playerimages/832165.png,fotmob,https://www.fotmob.com/players/832165
E,Ecuador,22,GK,Gonzalo Valle,厄瓜多尔22号门将,30,,3,0,LDU Quito,False,https://images.fotmob.com/image_resources/playerimages/1614051.png,fotmob,https://www.fotmob.com/players/1614051
E,Ecuador,23,MF,Moisés Caicedo,莫伊塞斯·凯塞多,24,,60,3,Chelsea,False,https://images.fotmob.com/image_resources/playerimages/1137668.png,fotmob,https://www.fotmob.com/players/1137668
E,Ecuador,24,FW,Jeremy Arévalo,厄瓜多尔24号前锋,21,,3,0,VfB Stuttgart,False,https://images.fotmob.com/image_resources/playerimages/1418122.png,fotmob,https://www.fotmob.com/players/1418122
E,Ecuador,25,DF,Jackson Porozo,厄瓜多尔25号后卫,25,,9,1,Tijuana,False,https://images.fotmob.com/image_resources/playerimages/1032039.png,fotmob,https://www.fotmob.com/players/1032039
E,Ecuador,26,DF,Yaimar Medina,厄瓜多尔26号后卫,21,,5,0,Genk,False,https://images.fotmob.com/image_resources/playerimages/1391753.png,fotmob,https://www.fotmob.com/players/1391753
F,Netherlands,1,GK,Bart Verbruggen,荷兰1号门将,23,,28,0,Brighton & Hove Albion,False,https://images.fotmob.com/image_resources/playerimages/1131987.png,fotmob,https://www.fotmob.com/players/1131987
F,Netherlands,2,DF,Jurriën Timber,荷兰2号后卫,24,,24,0,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/942381.png,fotmob,https://www.fotmob.com/players/942381
F,Netherlands,3,MF,Marten de Roon,荷兰3号中场,35,,43,1,Atalanta,False,https://images.fotmob.com/image_resources/playerimages/198559.png,fotmob,https://www.fotmob.com/players/198559
F,Netherlands,4,DF,Virgil van Dijk,维吉尔·范戴克,34,,91,12,Liverpool,True,https://images.fotmob.com/image_resources/playerimages/209405.png,fotmob,https://www.fotmob.com/players/209405
F,Netherlands,5,DF,Nathan Aké,荷兰5号后卫,31,,59,5,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/417068.png,fotmob,https://www.fotmob.com/players/417068
F,Netherlands,6,DF,Jan Paul van Hecke,荷兰6号后卫,26,,11,0,Brighton & Hove Albion,False,https://images.fotmob.com/image_resources/playerimages/974618.png,fotmob,https://www.fotmob.com/players/974618
F,Netherlands,7,MF,Justin Kluivert,荷兰7号中场,27,,12,0,Bournemouth,False,https://images.fotmob.com/image_resources/playerimages/794253.png,fotmob,https://www.fotmob.com/players/794253
F,Netherlands,8,MF,Ryan Gravenberch,荷兰8号中场,24,,26,1,Liverpool,False,https://images.fotmob.com/image_resources/playerimages/956683.png,fotmob,https://www.fotmob.com/players/956683
F,Netherlands,9,FW,Wout Weghorst,荷兰9号前锋,33,,52,14,Ajax,False,https://images.fotmob.com/image_resources/playerimages/351999.png,fotmob,https://www.fotmob.com/players/351999
F,Netherlands,10,FW,Memphis Depay,孟菲斯·德佩,32,,109,55,Corinthians,False,https://images.fotmob.com/image_resources/playerimages/303824.png,fotmob,https://www.fotmob.com/players/303824
F,Netherlands,11,FW,Cody Gakpo,科迪·加克波,27,,49,19,Liverpool,False,https://images.fotmob.com/image_resources/playerimages/806552.png,fotmob,https://www.fotmob.com/players/806552
F,Netherlands,12,DF,Mats Wieffer,荷兰12号后卫,26,,15,1,Brighton & Hove Albion,False,https://images.fotmob.com/image_resources/playerimages/970243.png,fotmob,https://www.fotmob.com/players/970243
F,Netherlands,13,GK,Robin Roefs,荷兰13号门将,23,,1,0,Sunderland,False,https://images.fotmob.com/image_resources/playerimages/1125720.png,fotmob,https://www.fotmob.com/players/1125720
F,Netherlands,14,MF,Tijjani Reijnders,荷兰14号中场,27,,31,7,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/868344.png,fotmob,https://www.fotmob.com/players/868344
F,Netherlands,15,DF,Micky van de Ven,荷兰15号后卫,25,,20,1,Tottenham Hotspur,False,https://images.fotmob.com/image_resources/playerimages/1097466.png,fotmob,https://www.fotmob.com/players/1097466
F,Netherlands,16,MF,Guus Til,荷兰16号中场,28,,6,1,PSV Eindhoven,False,https://images.fotmob.com/image_resources/playerimages/774947.png,fotmob,https://www.fotmob.com/players/774947
F,Netherlands,17,FW,Noa Lang,荷兰17号前锋,26,,15,3,Galatasaray,False,https://images.fotmob.com/image_resources/playerimages/837341.png,fotmob,https://www.fotmob.com/players/837341
F,Netherlands,18,FW,Donyell Malen,荷兰18号前锋,27,,52,13,Roma,False,https://images.fotmob.com/image_resources/playerimages/660301.png,fotmob,https://www.fotmob.com/players/660301
F,Netherlands,19,FW,Brian Brobbey,荷兰19号前锋,24,,11,1,Sunderland,False,https://images.fotmob.com/image_resources/playerimages/940446.png,fotmob,https://www.fotmob.com/players/940446
F,Netherlands,20,MF,Teun Koopmeiners,荷兰20号中场,28,,28,3,Juventus,False,https://images.fotmob.com/image_resources/playerimages/866516.png,fotmob,https://www.fotmob.com/players/866516
F,Netherlands,21,MF,Frenkie de Jong,弗伦基·德容,29,,65,2,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/638622.png,fotmob,https://www.fotmob.com/players/638622
F,Netherlands,22,DF,Denzel Dumfries,荷兰22号后卫,30,,71,11,Inter Milan,False,https://images.fotmob.com/image_resources/playerimages/593118.png,fotmob,https://www.fotmob.com/players/593118
F,Netherlands,23,GK,Mark Flekken,荷兰23号门将,32,,11,0,Bayer Leverkusen,False,https://images.fotmob.com/image_resources/playerimages/330643.png,fotmob,https://www.fotmob.com/players/330643
F,Netherlands,24,FW,Crysencio Summerville,荷兰24号前锋,24,,1,0,West Ham United,False,https://images.fotmob.com/image_resources/playerimages/941213.png,fotmob,https://www.fotmob.com/players/941213
F,Netherlands,25,DF,Jorrel Hato,荷兰25号后卫,20,,8,0,Chelsea,False,https://images.fotmob.com/image_resources/playerimages/1413846.png,fotmob,https://www.fotmob.com/players/1413846
F,Netherlands,26,MF,Quinten Timber,荷兰26号中场,24,,11,1,Marseille,False,https://images.fotmob.com/image_resources/playerimages/970563.png,fotmob,https://www.fotmob.com/players/970563
F,Japan,1,GK,Zion Suzuki,日本1号门将,23,,24,0,Parma,False,https://images.fotmob.com/image_resources/playerimages/1053679.png,fotmob,https://www.fotmob.com/players/1053679
F,Japan,2,DF,Yukinari Sugawara,日本2号后卫,25,,21,2,Werder Bremen,False,https://images.fotmob.com/image_resources/playerimages/924610.png,fotmob,https://www.fotmob.com/players/924610
F,Japan,3,DF,Shōgo Taniguchi,日本3号后卫,34,,38,1,Sint-Truiden,False,https://images.fotmob.com/image_resources/playerimages/523731.png,fotmob,https://www.fotmob.com/players/523731
F,Japan,4,DF,Kō Itakura,日本4号后卫,29,,40,2,Ajax,False,https://images.fotmob.com/image_resources/playerimages/620917.png,fotmob,https://www.fotmob.com/players/620917
F,Japan,5,DF,Yūto Nagatomo,长友佑都,39,,145,4,FC Tokyo,False,https://images.fotmob.com/image_resources/playerimages/98254.png,fotmob,https://www.fotmob.com/players/98254
F,Japan,6,MF,Wataru Endo,远藤航,33,,73,4,Liverpool,True,https://images.fotmob.com/image_resources/playerimages/202643.png,fotmob,https://www.fotmob.com/players/202643
F,Japan,7,MF,Ao Tanaka,日本7号中场,27,,38,8,Leeds United,False,https://images.fotmob.com/image_resources/playerimages/935728.png,fotmob,https://www.fotmob.com/players/935728
F,Japan,8,MF,Takefusa Kubo,久保建英,25,,49,7,Real Sociedad,False,https://images.fotmob.com/image_resources/playerimages/848289.png,fotmob,https://www.fotmob.com/players/848289
F,Japan,9,FW,Keisuke Gotō,日本9号前锋,21,,4,0,Sint-Truiden,False,https://images.fotmob.com/image_resources/playerimages/1436730.png,fotmob,https://www.fotmob.com/players/1436730
F,Japan,10,MF,Ritsu Dōan,日本10号中场,27,,65,11,Eintracht Frankfurt,False,https://images.fotmob.com/image_resources/playerimages/629805.png,fotmob,https://www.fotmob.com/players/629805
F,Japan,11,MF,Daizen Maeda,日本11号中场,28,,27,4,Celtic,False,https://images.fotmob.com/image_resources/playerimages/728765.png,fotmob,https://www.fotmob.com/players/728765
